instrument,exchange,tm,value,type,timeinterval
BTCUSD_PERP,binance,2022/2/17 20:50,8312930,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 20:49,8313305,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 20:49,76003.096,,minutes
BTCUSDT,binance,2022/2/17 20:48,75985.002,,minutes
BTCUSD_PERP,binance,2022/2/17 20:48,8319934,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 20:47,8318829,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 20:47,75983.667,,minutes
BTCUSDT,binance,2022/2/17 20:46,75990.199,,minutes
BTCUSD_PERP,binance,2022/2/17 20:46,8318852,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 20:45,8319412,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 20:45,76016.39,,minutes
BTCUSDT,binance,2022/2/17 20:44,75972.91,,minutes
BTCUSD_PERP,binance,2022/2/17 20:44,8328559,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 20:43,8334121,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 20:43,75921.584,,minutes
BTCUSDT,binance,2022/2/17 20:42,75892.748,,minutes
BTCUSD_PERP,binance,2022/2/17 20:42,8331842,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 20:41,8331017,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 20:41,75886.203,,minutes
BTCUSDT,binance,2022/2/17 20:40,75855.052,,minutes
BTCUSD_PERP,binance,2022/2/17 20:40,8329356,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 20:39,8327425,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 20:39,75833.554,,minutes
BTCUSDT,binance,2022/2/17 20:38,75937.982,,minutes
BTCUSD_PERP,binance,2022/2/17 20:38,8322397,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 20:37,8325174,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 20:37,75942.665,,minutes
BTCUSDT,binance,2022/2/17 20:36,75948.021,,minutes
BTCUSD_PERP,binance,2022/2/17 20:36,8325710,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 20:35,8330721,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 20:35,75948.783,,minutes
BTCUSD_PERP,binance,2022/2/17 20:34,8332499,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 20:34,75916.58,,minutes
BTCUSDT,binance,2022/2/17 20:33,75914.216,,minutes
BTCUSD_PERP,binance,2022/2/17 20:33,8331070,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 20:32,76041.916,,minutes
BTCUSD_PERP,binance,2022/2/17 20:32,8324745,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 20:31,8322922,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 20:31,76056.986,,minutes
BTCUSDT,binance,2022/2/17 20:30,76062.829,,minutes
BTCUSD_PERP,binance,2022/2/17 20:30,8327817,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 20:29,75929.367,,minutes
BTCUSD_PERP,binance,2022/2/17 20:29,8327925,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 20:28,8330520,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 20:28,75923.042,,minutes
BTCUSD_PERP,binance,2022/2/17 20:27,8330517,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 20:27,75908.245,,minutes
BTCUSD_PERP,binance,2022/2/17 20:26,8328148,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 20:26,75848.043,,minutes
BTCUSDT,binance,2022/2/17 20:25,75856.351,,minutes
BTCUSD_PERP,binance,2022/2/17 20:25,8327269,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 20:24,8327096,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 20:24,75862.605,,minutes
BTCUSDT,binance,2022/2/17 20:23,75838.07,,minutes
BTCUSD_PERP,binance,2022/2/17 20:23,8331280,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 20:22,75871.026,,minutes
BTCUSD_PERP,binance,2022/2/17 20:22,8330732,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 20:21,8331411,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 20:21,75870.476,,minutes
BTCUSD_PERP,binance,2022/2/17 20:20,8331362,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 20:20,75857.242,,minutes
BTCUSDT,binance,2022/2/17 20:19,75891.727,,minutes
BTCUSD_PERP,binance,2022/2/17 20:19,8329659,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 20:18,8329571,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 20:18,75877.585,,minutes
BTCUSDT,binance,2022/2/17 20:17,75921.389,,minutes
BTCUSD_PERP,binance,2022/2/17 20:17,8330509,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 20:16,75929.671,,minutes
BTCUSD_PERP,binance,2022/2/17 20:16,8334171,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 20:15,75938.857,,minutes
BTCUSD_PERP,binance,2022/2/17 20:15,8333785,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 20:14,75938.344,,minutes
BTCUSD_PERP,binance,2022/2/17 20:14,8337249,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 20:13,75895.429,,minutes
BTCUSD_PERP,binance,2022/2/17 20:13,8329231,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 20:12,8334886,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 20:12,75851.704,,minutes
BTCUSD_PERP,binance,2022/2/17 20:11,8336193,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 20:11,75833.697,,minutes
BTCUSDT,binance,2022/2/17 20:10,75797.438,,minutes
BTCUSD_PERP,binance,2022/2/17 20:10,8335002,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 20:09,8339978,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 20:09,75868.94,,minutes
BTCUSDT,binance,2022/2/17 20:08,75867.036,,minutes
BTCUSD_PERP,binance,2022/2/17 20:08,8330707,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 20:07,8333524,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 20:07,75790.515,,minutes
BTCUSDT,binance,2022/2/17 20:06,75783.355,,minutes
BTCUSD_PERP,binance,2022/2/17 20:06,8319851,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 20:05,75724.344,,minutes
BTCUSD_PERP,binance,2022/2/17 20:05,8307386,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 20:04,75725.291,,minutes
BTCUSD_PERP,binance,2022/2/17 20:04,8306664,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 20:03,8297777,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 20:03,75728.226,,minutes
BTCUSDT,binance,2022/2/17 20:02,75740.809,,minutes
BTCUSD_PERP,binance,2022/2/17 20:02,8298799,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 20:01,75718.853,,minutes
BTCUSD_PERP,binance,2022/2/17 20:01,8293291,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 20:00,75676.187,,minutes
BTCUSD_PERP,binance,2022/2/17 20:00,8289916,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 19:59,75695.847,,minutes
BTCUSD_PERP,binance,2022/2/17 19:59,8299479,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 19:58,8312373,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 19:58,75724.152,,minutes
BTCUSDT,binance,2022/2/17 19:57,75738.577,,minutes
BTCUSD_PERP,binance,2022/2/17 19:57,8312703,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 19:56,8309331,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 19:56,75795.864,,minutes
BTCUSDT,binance,2022/2/17 19:55,75799.025,,minutes
BTCUSD_PERP,binance,2022/2/17 19:55,8316136,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 19:54,75804.871,,minutes
BTCUSD_PERP,binance,2022/2/17 19:54,8317411,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 19:53,75810.573,,minutes
BTCUSD_PERP,binance,2022/2/17 19:53,8319657,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 19:52,75814.849,,minutes
BTCUSD_PERP,binance,2022/2/17 19:52,8319124,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 19:51,75804.958,,minutes
BTCUSD_PERP,binance,2022/2/17 19:51,8316392,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 19:50,8315543,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 19:50,75799.658,,minutes
BTCUSD_PERP,binance,2022/2/17 19:49,8315363,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 19:49,75792.815,,minutes
BTCUSD_PERP,binance,2022/2/17 19:48,8315216,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 19:48,75797.591,,minutes
BTCUSD_PERP,binance,2022/2/17 19:47,8315676,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 19:47,75818.41,,minutes
BTCUSDT,binance,2022/2/17 19:46,75784.229,,minutes
BTCUSD_PERP,binance,2022/2/17 19:46,8314273,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 19:45,75794.331,,minutes
BTCUSD_PERP,binance,2022/2/17 19:45,8314206,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 19:44,75801.906,,minutes
BTCUSD_PERP,binance,2022/2/17 19:44,8309719,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 19:43,75787.651,,minutes
BTCUSD_PERP,binance,2022/2/17 19:43,8306068,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 19:42,8304742,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 19:42,75781.83,,minutes
BTCUSDT,binance,2022/2/17 19:41,75758.106,,minutes
BTCUSD_PERP,binance,2022/2/17 19:41,8305664,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 19:40,8304216,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 19:40,75746.191,,minutes
BTCUSD_PERP,binance,2022/2/17 19:39,8304104,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 19:39,75768.376,,minutes
BTCUSDT,binance,2022/2/17 19:38,75738.843,,minutes
BTCUSD_PERP,binance,2022/2/17 19:38,8303221,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 19:37,75713.32,,minutes
BTCUSD_PERP,binance,2022/2/17 19:37,8308045,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 19:36,75659.642,,minutes
BTCUSD_PERP,binance,2022/2/17 19:36,8322455,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 19:35,8324868,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 19:35,75660.723,,minutes
BTCUSD_PERP,binance,2022/2/17 19:34,8323456,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 19:34,75638.615,,minutes
BTCUSDT,binance,2022/2/17 19:33,75623.615,,minutes
BTCUSD_PERP,binance,2022/2/17 19:33,8326490,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 19:32,75618.507,,minutes
BTCUSD_PERP,binance,2022/2/17 19:32,8333785,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 19:31,75616.722,,minutes
BTCUSD_PERP,binance,2022/2/17 19:31,8336806,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 19:30,75621.689,,minutes
BTCUSD_PERP,binance,2022/2/17 19:30,8336215,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 19:29,75639.527,,minutes
BTCUSD_PERP,binance,2022/2/17 19:29,8333553,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 19:28,75625.394,,minutes
BTCUSD_PERP,binance,2022/2/17 19:28,8344924,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 19:27,8342674,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 19:27,75611.08,,minutes
BTCUSD_PERP,binance,2022/2/17 19:26,8344719,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 19:26,75549.575,,minutes
BTCUSD_PERP,binance,2022/2/17 19:25,8337921,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 19:25,75571.438,,minutes
BTCUSD_PERP,binance,2022/2/17 19:24,8336528,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 19:24,75530.096,,minutes
BTCUSDT,binance,2022/2/17 19:23,75608.919,,minutes
BTCUSD_PERP,binance,2022/2/17 19:23,8343071,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 19:22,75589.855,,minutes
BTCUSD_PERP,binance,2022/2/17 19:22,8343073,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 19:21,8348328,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 19:21,75642.816,,minutes
BTCUSDT,binance,2022/2/17 19:20,75654.839,,minutes
BTCUSD_PERP,binance,2022/2/17 19:20,8346127,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 19:19,8348873,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 19:19,75651.851,,minutes
BTCUSDT,binance,2022/2/17 19:18,75689.976,,minutes
BTCUSD_PERP,binance,2022/2/17 19:18,8346347,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 19:17,75720.535,,minutes
BTCUSD_PERP,binance,2022/2/17 19:17,8341042,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 19:16,75736.818,,minutes
BTCUSD_PERP,binance,2022/2/17 19:16,8344332,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 19:15,75700.018,,minutes
BTCUSD_PERP,binance,2022/2/17 19:15,8346004,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 19:14,8348538,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 19:14,75809.29,,minutes
BTCUSD_PERP,binance,2022/2/17 19:13,8353407,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 19:13,75780.944,,minutes
BTCUSD_PERP,binance,2022/2/17 19:12,8356725,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 19:12,75757.559,,minutes
BTCUSD_PERP,binance,2022/2/17 19:11,8351661,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 19:11,75787.964,,minutes
BTCUSDT,binance,2022/2/17 19:10,75769.783,,minutes
BTCUSD_PERP,binance,2022/2/17 19:10,8356100,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 19:09,8355266,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 19:09,75751.749,,minutes
BTCUSDT,binance,2022/2/17 19:08,75761.464,,minutes
BTCUSD_PERP,binance,2022/2/17 19:08,8349488,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 19:07,8351101,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 19:07,75720.044,,minutes
BTCUSDT,binance,2022/2/17 19:06,75762.299,,minutes
BTCUSD_PERP,binance,2022/2/17 19:06,8350120,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 19:05,8350553,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 19:05,75745.899,,minutes
BTCUSDT,binance,2022/2/17 19:04,75731.333,,minutes
BTCUSD_PERP,binance,2022/2/17 19:04,8346325,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 19:03,8347015,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 19:03,75707.961,,minutes
BTCUSDT,binance,2022/2/17 19:02,75691.963,,minutes
BTCUSD_PERP,binance,2022/2/17 19:02,8343386,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 19:01,8347344,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 19:01,75695.112,,minutes
BTCUSDT,binance,2022/2/17 19:00,75662.886,,minutes
BTCUSD_PERP,binance,2022/2/17 19:00,8344620,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 18:59,8344501,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 18:59,75643.511,,minutes
BTCUSDT,binance,2022/2/17 18:58,75629.71,,minutes
BTCUSD_PERP,binance,2022/2/17 18:58,8345380,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 18:57,8348671,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 18:57,75604.725,,minutes
BTCUSDT,binance,2022/2/17 18:56,75669.112,,minutes
BTCUSD_PERP,binance,2022/2/17 18:56,8347866,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 18:55,8351282,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 18:55,75612.864,,minutes
BTCUSDT,binance,2022/2/17 18:54,75617.474,,minutes
BTCUSD_PERP,binance,2022/2/17 18:54,8351769,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 18:53,8356691,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 18:53,75616.073,,minutes
BTCUSDT,binance,2022/2/17 18:52,75585.527,,minutes
BTCUSD_PERP,binance,2022/2/17 18:52,8358779,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 18:51,8358736,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 18:51,75656.674,,minutes
BTCUSDT,binance,2022/2/17 18:50,75668.004,,minutes
BTCUSD_PERP,binance,2022/2/17 18:50,8356923,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 18:49,8357421,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 18:49,75634.22,,minutes
BTCUSD_PERP,binance,2022/2/17 18:48,8357179,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 18:48,75581.952,,minutes
BTCUSDT,binance,2022/2/17 18:47,75711.509,,minutes
BTCUSD_PERP,binance,2022/2/17 18:47,8359875,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 18:46,8360209,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 18:46,75928.278,,minutes
BTCUSDT,binance,2022/2/17 18:45,75913.72,,minutes
BTCUSD_PERP,binance,2022/2/17 18:45,8352492,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 18:44,8352518,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 18:44,75926.627,,minutes
BTCUSDT,binance,2022/2/17 18:43,75991.009,,minutes
BTCUSD_PERP,binance,2022/2/17 18:43,8348075,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 18:42,8342967,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 18:42,75895.63,,minutes
BTCUSDT,binance,2022/2/17 18:41,75893.49,,minutes
BTCUSD_PERP,binance,2022/2/17 18:41,8344451,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 18:40,8337463,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 18:40,75883.013,,minutes
BTCUSDT,binance,2022/2/17 18:39,75794.771,,minutes
BTCUSD_PERP,binance,2022/2/17 18:39,8328057,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 18:38,8327091,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 18:38,75696.664,,minutes
BTCUSDT,binance,2022/2/17 18:37,75669.519,,minutes
BTCUSD_PERP,binance,2022/2/17 18:37,8327269,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 18:36,8330527,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 18:36,75681.543,,minutes
BTCUSDT,binance,2022/2/17 18:35,75716.774,,minutes
BTCUSD_PERP,binance,2022/2/17 18:35,8331839,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 18:34,8319388,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 18:34,75546.74,,minutes
BTCUSDT,binance,2022/2/17 18:33,75542.858,,minutes
BTCUSD_PERP,binance,2022/2/17 18:33,8326997,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 18:32,8320548,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 18:32,75537.051,,minutes
BTCUSDT,binance,2022/2/17 18:31,75504.547,,minutes
BTCUSD_PERP,binance,2022/2/17 18:31,8318568,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 18:30,8316945,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 18:30,75511.804,,minutes
BTCUSDT,binance,2022/2/17 18:29,75453.879,,minutes
BTCUSD_PERP,binance,2022/2/17 18:29,8314216,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 18:28,8317560,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 18:28,75482.242,,minutes
BTCUSDT,binance,2022/2/17 18:27,75340.178,,minutes
BTCUSD_PERP,binance,2022/2/17 18:27,8310492,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 18:26,8323572,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 18:26,75550.271,,minutes
BTCUSDT,binance,2022/2/17 18:25,75885.989,,minutes
BTCUSD_PERP,binance,2022/2/17 18:25,8321278,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 18:24,8328913,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 18:24,75867.91,,minutes
BTCUSDT,binance,2022/2/17 18:23,75910.545,,minutes
BTCUSD_PERP,binance,2022/2/17 18:23,8328046,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 18:22,8318916,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 18:22,76003.155,,minutes
BTCUSDT,binance,2022/2/17 18:21,76001.288,,minutes
BTCUSD_PERP,binance,2022/2/17 18:21,8316103,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 18:20,8306488,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 18:20,76043.832,,minutes
BTCUSDT,binance,2022/2/17 18:19,75920.109,,minutes
BTCUSD_PERP,binance,2022/2/17 18:19,8308095,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 18:18,8300574,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 18:18,76097.03,,minutes
BTCUSDT,binance,2022/2/17 18:17,76057.028,,minutes
BTCUSD_PERP,binance,2022/2/17 18:17,8291374,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 18:16,8296926,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 18:16,76240.477,,minutes
BTCUSDT,binance,2022/2/17 18:15,76715.217,,minutes
BTCUSD_PERP,binance,2022/2/17 18:15,8307293,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 18:14,8296827,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 18:14,76172.008,,minutes
BTCUSDT,binance,2022/2/17 18:13,77132.969,,minutes
BTCUSD_PERP,binance,2022/2/17 18:13,8342348,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 18:12,8344537,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 18:12,77094.434,,minutes
BTCUSDT,binance,2022/2/17 18:11,77096.387,,minutes
BTCUSD_PERP,binance,2022/2/17 18:11,8343165,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 18:10,8351267,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 18:10,77037.391,,minutes
BTCUSDT,binance,2022/2/17 18:09,77074.069,,minutes
BTCUSD_PERP,binance,2022/2/17 18:09,8359907,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 18:08,8355779,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 18:08,77063.568,,minutes
BTCUSDT,binance,2022/2/17 18:07,77056.955,,minutes
BTCUSD_PERP,binance,2022/2/17 18:07,8360409,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 18:06,8362752,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 18:06,77009.279,,minutes
BTCUSDT,binance,2022/2/17 18:05,76882.68,,minutes
BTCUSD_PERP,binance,2022/2/17 18:05,8351589,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 18:04,8354668,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 18:04,76839.834,,minutes
BTCUSDT,binance,2022/2/17 18:03,76837.929,,minutes
BTCUSD_PERP,binance,2022/2/17 18:03,8349958,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 18:02,8357264,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 18:02,76793.22,,minutes
BTCUSDT,binance,2022/2/17 18:01,76738.726,,minutes
BTCUSD_PERP,binance,2022/2/17 18:01,8323690,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 18:00,8315043,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 18:00,76508.154,,minutes
BTCUSDT,binance,2022/2/17 17:59,76447.859,,minutes
BTCUSD_PERP,binance,2022/2/17 17:59,8319036,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 17:58,8329480,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 17:58,76436.909,,minutes
BTCUSDT,binance,2022/2/17 17:57,76412.403,,minutes
BTCUSD_PERP,binance,2022/2/17 17:57,8329988,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 17:56,8327183,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 17:56,76384.155,,minutes
BTCUSDT,binance,2022/2/17 17:55,76359.274,,minutes
BTCUSD_PERP,binance,2022/2/17 17:55,8329510,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 17:54,8327864,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 17:54,76408.778,,minutes
BTCUSDT,binance,2022/2/17 17:53,76429.674,,minutes
BTCUSD_PERP,binance,2022/2/17 17:53,8327897,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 17:52,8328984,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 17:52,76408.678,,minutes
BTCUSDT,binance,2022/2/17 17:51,76403.737,,minutes
BTCUSD_PERP,binance,2022/2/17 17:51,8326134,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 17:50,8323906,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 17:50,76407.041,,minutes
BTCUSDT,binance,2022/2/17 17:49,76372.078,,minutes
BTCUSD_PERP,binance,2022/2/17 17:49,8327315,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 17:48,8329239,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 17:48,76332.559,,minutes
BTCUSDT,binance,2022/2/17 17:47,76352.94,,minutes
BTCUSD_PERP,binance,2022/2/17 17:47,8302051,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 17:46,8294872,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 17:46,76288.773,,minutes
BTCUSDT,binance,2022/2/17 17:45,76373.122,,minutes
BTCUSD_PERP,binance,2022/2/17 17:45,8310702,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 17:44,8307924,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 17:44,76352.325,,minutes
BTCUSDT,binance,2022/2/17 17:43,76334.689,,minutes
BTCUSD_PERP,binance,2022/2/17 17:43,8305276,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 17:42,8306718,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 17:42,76330.299,,minutes
BTCUSDT,binance,2022/2/17 17:41,76305.043,,minutes
BTCUSD_PERP,binance,2022/2/17 17:41,8310822,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 17:40,8308238,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 17:40,76287.644,,minutes
BTCUSDT,binance,2022/2/17 17:39,76272.853,,minutes
